YSN	CZAM	Shuswap Regional Airport	medium_airport	SRID=4326;POINT(-119.228996 50.682802)	North America	Canada	CA	British Columbia	CA-BC	Salmon Arm	http://www.salmonarm.ca/index.aspx?nid=228	https://en.wikipedia.org/wiki/Salmon_Arm_Airport
YEM	CYEM	Manitoulin East Municipal Airport	medium_airport	SRID=4326;POINT(-81.857595 45.842435)	North America	Canada	CA	Ontario	CA-ON	Sheguiandah		https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport
YYN	CYYN	Swift Current Airport	medium_airport	SRID=4326;POINT(-107.691001892 50.2919006348)	North America	Canada	CA	Saskatchewan	CA-SK	Swift Current	http://www.swiftcurrentairport.com/	https://en.wikipedia.org/wiki/Swift_Current_Airport
YDN	CYDN	Dauphin Barker Airport	medium_airport	SRID=4326;POINT(-100.052002 51.1008)	North America	Canada	CA	Manitoba	CA-MB	Dauphin		https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport)
YHY	CYHY	Hay River / Merlyn Carter Airport	medium_airport	SRID=4326;POINT(-115.782997131 60.8396987915)	North America	Canada	CA	Northwest Territories	CA-NT	Hay River		https://en.wikipedia.org/wiki/Hay_River_Airport
YMO	CYMO	Moosonee Airport	medium_airport	SRID=4326;POINT(-80.6078033447 51.2910995483)	North America	Canada	CA	Ontario	CA-ON	Moosonee		https://en.wikipedia.org/wiki/Moosonee_Airport
YVQ	CYVQ	Norman Wells Airport	medium_airport	SRID=4326;POINT(-126.797996521 65.2816009521)	North America	Canada	CA	Northwest Territories	CA-NT	Norman Wells		https://en.wikipedia.org/wiki/Norman_Wells_Airport
YZX	CYZX	CFB Greenwood	medium_airport	SRID=4326;POINT(-64.9169006348 44.9844017029)	North America	Canada	CA	Nova Scotia	CA-NS	Greenwood		https://en.wikipedia.org/wiki/CFB_Greenwood
YET	CYET	Edson Airport	medium_airport	SRID=4326;POINT(-116.464996338 53.5788993835)	North America	Canada	CA	Alberta	CA-AB	Edson		https://en.wikipedia.org/wiki/Edson_Airport
YGQ	CYGQ	Geraldton Greenstone Regional Airport	medium_airport	SRID=4326;POINT(-86.9393997192 49.778301239)	North America	Canada	CA	Ontario	CA-ON	Geraldton		https://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport
WPC	CZPC	Pincher Creek Airport	medium_airport	SRID=4326;POINT(-113.997002 49.520429)	North America	Canada	CA	Alberta	CA-AB	Pincher Creek		https://en.wikipedia.org/wiki/Pincher_Creek_Airport
YBC	CYBC	Baie-Comeau Airport	medium_airport	SRID=4326;POINT(-68.204399 49.1325)	North America	Canada	CA	Quebec	CA-QC	Baie-Comeau		https://en.wikipedia.org/wiki/Baie-Comeau_Airport
YPY	CYPY	Fort Chipewyan Airport	medium_airport	SRID=4326;POINT(-111.1169967651 58.76720047)	North America	Canada	CA	Alberta	CA-AB	Fort Chipewyan		https://en.wikipedia.org/wiki/Fort_Chipewyan_Airport
YGP	CYGP	Michel-Pouliot Gaspé Airport	medium_airport	SRID=4326;POINT(-64.481893 48.774915)	North America	Canada	CA	Quebec	CA-QC	Gaspé		https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport
YXL	CYXL	Sioux Lookout Airport	medium_airport	SRID=4326;POINT(-91.9052963257 50.113899231)	North America	Canada	CA	Ontario	CA-ON	Sioux Lookout		https://en.wikipedia.org/wiki/Sioux_Lookout_Airport
YZU	CYZU	Whitecourt Airport	medium_airport	SRID=4326;POINT(-115.787003 54.143902)	North America	Canada	CA	Alberta	CA-AB	Whitecourt		https://en.wikipedia.org/wiki/Whitecourt_Airport
YQW	CYQW	North Battleford Airport	medium_airport	SRID=4326;POINT(-108.243742 52.769409)	North America	Canada	CA	Saskatchewan	CA-SK	North Battleford		https://en.wikipedia.org/wiki/North_Battleford_(Cameron_McIntosh)_Airport
YRI	CYRI	Rivière-du-Loup Airport	medium_airport	SRID=4326;POINT(-69.5847015381 47.7644004822)	North America	Canada	CA	Quebec	CA-QC	Rivière-du-Loup	http://www.ville.riviere-du-loup.qc.ca/anglais/aeroport.php	https://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport
YQI	CYQI	Yarmouth Airport	medium_airport	SRID=4326;POINT(-66.0880966187 43.8269004822)	North America	Canada	CA	Nova Scotia	CA-NS	Yarmouth		https://en.wikipedia.org/wiki/Yarmouth_Airport
YZP	CYZP	Sandspit Airport	medium_airport	SRID=4326;POINT(-131.813995361 53.2542991638)	North America	Canada	CA	British Columbia	CA-BC	Sandspit		https://en.wikipedia.org/wiki/Sandspit_Airport
YKL	CYKL	Schefferville Airport	medium_airport	SRID=4326;POINT(-66.8052978516 54.8053016663)	North America	Canada	CA	Quebec	CA-QC	Schefferville		https://en.wikipedia.org/wiki/Schefferville_Airport
ZBF	CZBF	Bathurst Airport	medium_airport	SRID=4326;POINT(-65.738899 47.6297)	North America	Canada	CA	New Brunswick	CA-NB	South Tetagouche		https://en.wikipedia.org/wiki/Bathurst_Airport_(New_Brunswick)
YSF	CYSF	Stony Rapids Airport	medium_airport	SRID=4326;POINT(-105.841003418 59.2503013611)	North America	Canada	CA	Saskatchewan	CA-SK	Stony Rapids		https://en.wikipedia.org/wiki/Stony_Rapids_Airport
YMJ	CYMJ	Moose Jaw Air Vice Marshal C. M. McEwen Airport	medium_airport	SRID=4326;POINT(-105.5589981079 50.3302993774)	North America	Canada	CA	Saskatchewan	CA-SK	Moose Jaw		https://en.wikipedia.org/wiki/Moose_Jaw/Air_Vice_Marshal_C.M._McEwen_Airport
YGM	CYGM	Gimli Industrial Park Airport	medium_airport	SRID=4326;POINT(-97.043296814 50.6281013489)	North America	Canada	CA	Manitoba	CA-MB	Gimli		https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport
YCB	CYCB	Cambridge Bay Airport	medium_airport	SRID=4326;POINT(-105.138000488 69.1081008911)	North America	Canada	CA	Nunavut	CA-NU	Cambridge Bay		https://en.wikipedia.org/wiki/Cambridge_Bay_Airport
YAG	CYAG	Fort Frances Municipal Airport	medium_airport	SRID=4326;POINT(-93.44349 48.655749)	North America	Canada	CA	Ontario	CA-ON	Fort Frances		https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport
YFS	CYFS	Fort Simpson Airport	medium_airport	SRID=4326;POINT(-121.2369995117 61.7602005005)	North America	Canada	CA	Northwest Territories	CA-NT	Fort Simpson		https://en.wikipedia.org/wiki/Fort_Simpson_Airport
YYU	CYYU	Kapuskasing Airport	medium_airport	SRID=4326;POINT(-82.469645 49.411587)	North America	Canada	CA	Ontario	CA-ON	Kapuskasing		https://en.wikipedia.org/wiki/Kapuskasing_Airport
YGR	CYGR	Îles-de-la-Madeleine Airport	medium_airport	SRID=4326;POINT(-61.778612 47.425242)	North America	Canada	CA	Quebec	CA-QC	Les Îles-de-la-Madeleine		https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport
YAY	CYAY	St. Anthony Airport	medium_airport	SRID=4326;POINT(-56.08321 51.391909)	North America	Canada	CA	Newfoundland and Labrador	CA-NL	St. Anthony		https://en.wikipedia.org/wiki/St._Anthony_Airport
YTM	CYFJ	Mont-Tremblant International Airport	medium_airport	SRID=4326;POINT(-74.779999 46.409401)	North America	Canada	CA	Quebec	CA-QC	La Macaza	http://www.mtia.ca/	https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport
YCH	CYCH	Miramichi Airport	medium_airport	SRID=4326;POINT(-65.449203 47.007801)	North America	Canada	CA	New Brunswick	CA-NB	Miramichi		https://en.wikipedia.org/wiki/Miramichi_Airport
YLT	CYLT	Alert Airport	medium_airport	SRID=4326;POINT(-62.280602 82.517799)	North America	Canada	CA	Nunavut	CA-NU	Alert		https://en.wikipedia.org/wiki/Alert_Airport
YBK	CYBK	Baker Lake Airport	medium_airport	SRID=4326;POINT(-96.077796936 64.2988967896)	North America	Canada	CA	Nunavut	CA-NU	Baker Lake		https://en.wikipedia.org/wiki/Baker_Lake_Airport
YGL	CYGL	La Grande Rivière Airport	medium_airport	SRID=4326;POINT(-77.7042007446 53.6253013611)	North America	Canada	CA	Quebec	CA-QC	La Grande Rivière		https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport
YPL	CYPL	Pickle Lake Airport	medium_airport	SRID=4326;POINT(-90.2142028809 51.4463996887)	North America	Canada	CA	Ontario	CA-ON	Pickle Lake		https://en.wikipedia.org/wiki/Pickle_Lake_Airport
YBY	CYBF	Bonnyville Airport	medium_airport	SRID=4326;POINT(-110.744003 54.304199)	North America	Canada	CA	Alberta	CA-AB	Bonnyville	http://town.bonnyville.ab.ca/livingin/airport/index.html	https://en.wikipedia.org/wiki/Bonnyville_Airport
YCL	CYCL	Charlo Airport	medium_airport	SRID=4326;POINT(-66.330299 47.990799)	North America	Canada	CA	New Brunswick	CA-NB	Charlo		https://en.wikipedia.org/wiki/Charlo_Airport
YHF	CYHF	Hearst René Fontaine Municipal Airport	medium_airport	SRID=4326;POINT(-83.6860961914 49.7141990662)	North America	Canada	CA	Ontario	CA-ON	Hearst		https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport
ZMT	CZMT	Masset Airport	medium_airport	SRID=4326;POINT(-132.125 54.0275)	North America	Canada	CA	British Columbia	CA-BC	Masset		https://en.wikipedia.org/wiki/Masset_Airport
YRB	CYRB	Resolute Bay Airport	medium_airport	SRID=4326;POINT(-94.9693984985 74.7169036865)	North America	Canada	CA	Nunavut	CA-NU	Resolute Bay		https://en.wikipedia.org/wiki/Resolute_Bay_Airport
ZJN	CZJN	Swan River Airport	medium_airport	SRID=4326;POINT(-101.236 52.120602)	North America	Canada	CA	Manitoba	CA-MB	Swan River		https://en.wikipedia.org/wiki/Swan_River_Airport
YXK	CYXK	Rimouski Airport	medium_airport	SRID=4326;POINT(-68.496323 48.477644)	North America	Canada	CA	Quebec	CA-QC	Rimouski		https://en.wikipedia.org/wiki/Rimouski_Airport
YLD	CYLD	Chapleau Airport	medium_airport	SRID=4326;POINT(-83.3467025757 47.8199996948)	North America	Canada	CA	Ontario	CA-ON	Chapleau		https://en.wikipedia.org/wiki/Chapleau_Airport
YML	CYML	Charlevoix Airport	medium_airport	SRID=4326;POINT(-70.2238998413 47.5974998474)	North America	Canada	CA	Quebec	CA-QC	Charlevoix		https://en.wikipedia.org/wiki/Charlevoix_Airport
YEN	CYEN	Estevan Airport	medium_airport	SRID=4326;POINT(-102.966003418 49.2103004456)	North America	Canada	CA	Saskatchewan	CA-SK	Estevan		https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome
YLJ	CYLJ	Meadow Lake Airport	medium_airport	SRID=4326;POINT(-108.5230026245 54.1253013611)	North America	Canada	CA	Saskatchewan	CA-SK	Meadow Lake		https://en.wikipedia.org/wiki/Meadow_Lake_Airport
YBX	CYBX	Lourdes-de-Blanc-Sablon Airport	medium_airport	SRID=4326;POINT(-57.185299 51.4436)	North America	Canada	CA	Quebec	CA-QC	Blanc-Sablon		https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport
YSM	CYSM	Fort Smith Airport	medium_airport	SRID=4326;POINT(-111.961998 60.020302)	North America	Canada	CA	Northwest Territories	CA-NT	Fort Smith		https://en.wikipedia.org/wiki/Fort_Smith_Airport
XKS	CYAQ	Kasabonika Airport	medium_airport	SRID=4326;POINT(-88.6427993774 53.5247001648)	North America	Canada	CA	Ontario	CA-ON	Kasabonika		https://en.wikipedia.org/wiki/Kasabonika_Airport
YNA	CYNA	Natashquan Airport	medium_airport	SRID=4326;POINT(-61.78898 50.190114)	North America	Canada	CA	Quebec	CA-QC	Natashquan		https://en.wikipedia.org/wiki/Natashquan_Airport
YRJ	CYRJ	Roberval Airport	medium_airport	SRID=4326;POINT(-72.265735 48.519665)	North America	Canada	CA	Quebec	CA-QC	Roberval		https://en.wikipedia.org/wiki/Roberval_Airport
ZEL	CBBC	Bella Bella (Campbell Island) Airport	medium_airport	SRID=4326;POINT(-128.156994 52.185001)	North America	Canada	CA	British Columbia	CA-BC	Bella Bella		https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport
QBC	CYBD	Bella Coola Airport	medium_airport	SRID=4326;POINT(-126.596001 52.387501)	North America	Canada	CA	British Columbia	CA-BC	Bella Coola		https://en.wikipedia.org/wiki/Bella_Coola_Airport
YVB	CYVB	Bonaventure Airport	medium_airport	SRID=4326;POINT(-65.460297 48.071098)	North America	Canada	CA	Quebec	CA-QC	Bonaventure		https://en.wikipedia.org/wiki/Bonaventure_Airport
YGV	CYGV	Havre-Saint-Pierre Airport	medium_airport	SRID=4326;POINT(-63.611401 50.281898)	North America	Canada	CA	Quebec	CA-QC	Havre-Saint-Pierre		https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport
YKY	CYKY	Kindersley Airport	medium_airport	SRID=4326;POINT(-109.180999756 51.5175018311)	North America	Canada	CA	Saskatchewan	CA-SK	Kindersley		https://en.wikipedia.org/wiki/Kindersley_Airport
YKX	CYKX	Kirkland Lake Airport	medium_airport	SRID=4326;POINT(-79.9813995361 48.2103004456)	North America	Canada	CA	Ontario	CA-ON	Kirkland Lake		https://en.wikipedia.org/wiki/Kirkland_Lake_Airport
YGW	CYGW	Kuujjuarapik Airport	medium_airport	SRID=4326;POINT(-77.765296936 55.2818984985)	North America	Canada	CA	Quebec	CA-QC	Kuujjuarapik		https://en.wikipedia.org/wiki/Kuujjuarapik_Airport
YNL	CYNL	Points North Landing Airport	medium_airport	SRID=4326;POINT(-104.0820007324 58.2766990662)	North America	Canada	CA	Saskatchewan	CA-SK	Points North Landing		https://en.wikipedia.org/wiki/Points_North_Landing_Airport
YOP	CYOP	Rainbow Lake Airport	medium_airport	SRID=4326;POINT(-119.407997 58.491402)	North America	Canada	CA	Alberta	CA-AB	Rainbow Lake		https://en.wikipedia.org/wiki/Rainbow_Lake_Airport
YTF	CYTF	Alma Airport	medium_airport	SRID=4326;POINT(-71.641899 48.5089)	North America	Canada	CA	Quebec	CA-QC	Alma		https://en.wikipedia.org/wiki/Alma_Airport
YYL	CYYL	Lynn Lake Airport	medium_airport	SRID=4326;POINT(-101.0759963989 56.863899231)	North America	Canada	CA	Manitoba	CA-MB	Lynn Lake		https://en.wikipedia.org/wiki/Lynn_Lake_Airport
ZSJ	CZSJ	Sandy Lake Airport	medium_airport	SRID=4326;POINT(-93.3443984985 53.064201355)	North America	Canada	CA	Ontario	CA-ON	Sandy Lake		https://en.wikipedia.org/wiki/Sandy_Lake_Airport
YUX	CYUX	Hall Beach Airport	medium_airport	SRID=4326;POINT(-81.2425 68.7761)	North America	Canada	CA	Nunavut	CA-NU	Sanirajak		https://en.wikipedia.org/wiki/Hall_Beach_Airport
YPZ	CYPZ	Burns Lake Airport	medium_airport	SRID=4326;POINT(-125.950996 54.3764)	North America	Canada	CA	British Columbia	CA-BC	Burns Lake		https://en.wikipedia.org/wiki/Burns_Lake_Airport
YZA		Cache Creek-Ashcroft Regional Airport	medium_airport	SRID=4326;POINT(-121.321314 50.775258)	North America	Canada	CA	British Columbia	CA-BC	Cache Creek		https://en.wikipedia.org/wiki/Cache_Creek_Airport
YIB	CYIB	Atikokan Municipal Airport	medium_airport	SRID=4326;POINT(-91.638603 48.773899)	North America	Canada	CA	Ontario	CA-ON	Atikokan	http://www.atikokaninfo.com/community/transportation/airport/	https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport
YCQ	CYCQ	Chetwynd Airport	medium_airport	SRID=4326;POINT(-121.6269989014 55.6871986389)	North America	Canada	CA	British Columbia	CA-BC	Chetwynd		https://en.wikipedia.org/wiki/Chetwynd_Airport
YDG	CYID	Digby / Annapolis Regional Airport	medium_airport	SRID=4326;POINT(-65.7854247093 44.5458450365)	North America	Canada	CA	Nova Scotia	CA-NS	Digby		https://en.wikipedia.org/wiki/Digby_Airport
YKJ	CYKJ	Key Lake Airport	medium_airport	SRID=4326;POINT(-105.6179962158 57.2560997009)	North America	Canada	CA	Saskatchewan	CA-SK	Key Lake		https://en.wikipedia.org/wiki/Key_Lake_Airport
ZST	CZST	Stewart Airport	medium_airport	SRID=4326;POINT(-129.982434511 55.935410448)	North America	Canada	CA	British Columbia	CA-BC	Stewart		https://en.wikipedia.org/wiki/Stewart_Airport_(British_Columbia)
YZS	CYZS	Coral Harbour Airport	medium_airport	SRID=4326;POINT(-83.3593978882 64.1932983398)	North America	Canada	CA	Nunavut	CA-NU	Coral Harbour		https://en.wikipedia.org/wiki/Coral_Harbour_Airport
YIV	CYIV	Island Lake Airport	medium_airport	SRID=4326;POINT(-94.6536026001 53.8572006226)	North America	Canada	CA	Manitoba	CA-MB	Island Lake		https://en.wikipedia.org/wiki/Island_Lake_Airport
YAA		Anahim Lake Airport	medium_airport	SRID=4326;POINT(-125.303776 52.451501)	North America	Canada	CA	British Columbia	CA-BC	Anahim Lake		https://en.wikipedia.org/wiki/Anahim_Lake_Airport
YIF	CYIF	St Augustin Airport	medium_airport	SRID=4326;POINT(-58.658298 51.2117)	North America	Canada	CA	Quebec	CA-QC	St-Augustin		https://en.wikipedia.org/wiki/St-Augustin_Airport
YDO	CYDO	Dolbeau-Saint-Felicien Airport	medium_airport	SRID=4326;POINT(-72.375 48.7785)	North America	Canada	CA	Quebec	CA-QC	Dolbeau-Saint-Felicien		https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport
YFR	CYFR	Fort Resolution Airport	medium_airport	SRID=4326;POINT(-113.690002441 61.1808013916)	North America	Canada	CA	Northwest Territories	CA-NT	Fort Resolution		https://en.wikipedia.org/wiki/Fort_Resolution_Airport
ZGF	CZGF	Grand Forks Airport	medium_airport	SRID=4326;POINT(-118.431 49.015598)	North America	Canada	CA	British Columbia	CA-BC	Grand Forks		https://en.wikipedia.org/wiki/Grand_Forks_Airport
YSL	CYSL	Saint-Léonard Airport	medium_airport	SRID=4326;POINT(-67.836242 47.157097)	North America	Canada	CA	New Brunswick	CA-NB	Saint-Léonard		https://en.wikipedia.org/wiki/St._Leonard_Airport
YQN	CYQN	Nakina Airport	medium_airport	SRID=4326;POINT(-86.6964035034 50.182800293)	North America	Canada	CA	Ontario	CA-ON	Nakina		https://en.wikipedia.org/wiki/Nakina_Airport
YPN	CYPN	Port-Menier Airport	medium_airport	SRID=4326;POINT(-64.288597 49.836399)	North America	Canada	CA	Quebec	CA-QC	Port-Menier		https://en.wikipedia.org/wiki/Port-Menier_Airport
YPX	CYPX	Puvirnituq Airport	medium_airport	SRID=4326;POINT(-77.286903 60.050598)	North America	Canada	CA	Quebec	CA-QC	Puvirnituq		https://en.wikipedia.org/wiki/Puvirnituq_Airport
YCN	CYCN	Cochrane Airport	medium_airport	SRID=4326;POINT(-81.0136032104 49.1055984497)	North America	Canada	CA	Ontario	CA-ON	Cochrane		https://en.wikipedia.org/wiki/Cochrane_Airport
KES	CZEE	Kelsey Airport	medium_airport	SRID=4326;POINT(-96.5096969604 56.0374984741)	North America	Canada	CA	Manitoba	CA-MB	Kelsey		https://en.wikipedia.org/wiki/Kelsey_Airport
YYW	CYYW	Armstrong Airport	medium_airport	SRID=4326;POINT(-88.9096984863 50.2902984619)	North America	Canada	CA	Ontario	CA-ON	Armstrong		https://en.wikipedia.org/wiki/Armstrong_Airport
YXQ	CYXQ	Beaver Creek Airport	medium_airport	SRID=4326;POINT(-140.8670043945 62.4103012085)	North America	Canada	CA	Yukon	CA-YT	Beaver Creek		https://en.wikipedia.org/wiki/Beaver_Creek_Airport
ZFA	CZFA	Faro Airport	medium_airport	SRID=4326;POINT(-133.3760070801 62.2075004578)	North America	Canada	CA	Yukon	CA-YT	Faro		https://en.wikipedia.org/wiki/Faro_Airport_(Yukon)
YFE	CYFE	Forestville Airport	medium_airport	SRID=4326;POINT(-69.0971984863 48.7461013794)	North America	Canada	CA	Quebec	CA-QC	Forestville		https://en.wikipedia.org/wiki/Forestville_Airport
YJF	CYJF	Fort Liard Airport	medium_airport	SRID=4326;POINT(-123.46900177 60.2358016968)	North America	Canada	CA	Northwest Territories	CA-NT	Fort Liard		https://en.wikipedia.org/wiki/Fort_Liard_Airport
YHN	CYHN	Hornepayne Municipal Airport	medium_airport	SRID=4326;POINT(-84.7589035034 49.1930999756)	North America	Canada	CA	Ontario	CA-ON	Hornepayne		https://en.wikipedia.org/wiki/Hornepayne_Municipal_Airport
YNM	CYNM	Matagami Airport	medium_airport	SRID=4326;POINT(-77.8028030396 49.7616996765)	North America	Canada	CA	Quebec	CA-QC	Matagami		https://en.wikipedia.org/wiki/Matagami_Airport
YME	CYME	Matane Airport	medium_airport	SRID=4326;POINT(-67.4533004761 48.8568992615)	North America	Canada	CA	Quebec	CA-QC	Matane		https://en.wikipedia.org/wiki/Matane_Airport
PIW	CZMN	Pikwitonei Airport	medium_airport	SRID=4326;POINT(-97.1641998291 55.5889015198)	North America	Canada	CA	Manitoba	CA-MB	Pikwitonei		https://en.wikipedia.org/wiki/Pikwitonei_Airport
YZW	CYZW	Teslin Airport	medium_airport	SRID=4326;POINT(-132.7429962158 60.1727981567)	North America	Canada	CA	Yukon	CA-YT	Teslin		https://en.wikipedia.org/wiki/Teslin_Airport
YEY	CYEY	Amos/Magny Airport	medium_airport	SRID=4326;POINT(-78.249702 48.563903)	North America	Canada	CA	Quebec	CA-QC	Amos		https://en.wikipedia.org/wiki/Amos/Magny_Airport
YDB	CYDB	Burwash Airport	medium_airport	SRID=4326;POINT(-139.041 61.371101)	North America	Canada	CA	Yukon	CA-YT	Burwash Landing		https://en.wikipedia.org/wiki/Burwash_Airport
YOA	CYOA	Ekati Airport	medium_airport	SRID=4326;POINT(-110.614997864 64.6988983154)	North America	Canada	CA	Northwest Territories	CA-NT	Ekati		https://en.wikipedia.org/wiki/Ekati_Airport
YHT	CYHT	Haines Junction Airport	medium_airport	SRID=4326;POINT(-137.546005 60.7892)	North America	Canada	CA	Yukon	CA-YT	Haines Junction		https://en.wikipedia.org/wiki/Haines_Junction_Airport
ZUC	CZUC	Ignace Municipal Airport	medium_airport	SRID=4326;POINT(-91.720418 49.428204)	North America	Canada	CA	Ontario	CA-ON	Ignace		https://en.wikipedia.org/wiki/Ignace_Municipal_Airport
YAH	CYAH	La Grande-4 Airport	medium_airport	SRID=4326;POINT(-73.6753005981 53.754699707)	North America	Canada	CA	Quebec	CA-QC	La Grande-4		https://en.wikipedia.org/wiki/La_Grande-4_Airport
YMG	CYMG	Manitouwadge Airport	medium_airport	SRID=4326;POINT(-85.8606033325 49.0839004517)	North America	Canada	CA	Ontario	CA-ON	Manitouwadge		https://en.wikipedia.org/wiki/Manitouwadge_Airport
YMA	CYMA	Mayo Airport	medium_airport	SRID=4326;POINT(-135.8679962158 63.6164016724)	North America	Canada	CA	Yukon	CA-YT	Mayo		https://en.wikipedia.org/wiki/Mayo_Airport
YTD	CZLQ	Thicket Portage Airport	medium_airport	SRID=4326;POINT(-97.7078018188 55.318901062)	North America	Canada	CA	Manitoba	CA-MB	Thicket Portage		https://en.wikipedia.org/wiki/Thicket_Portage_Airport
YWY	CYWY	Wrigley Airport	medium_airport	SRID=4326;POINT(-123.43699646 63.209400177)	North America	Canada	CA	Northwest Territories	CA-NT	Wrigley		https://en.wikipedia.org/wiki/Wrigley_Airport
XRR	CYDM	Ross River Airport	medium_airport	SRID=4326;POINT(-132.42300415 61.9706001282)	North America	Canada	CA	Yukon	CA-YT	Ross River		https://en.wikipedia.org/wiki/Ross_River_Airport
ZJG	CZJG	Jenpeg Airport	medium_airport	SRID=4326;POINT(-98.0460968018 54.518901825)	North America	Canada	CA	Manitoba	CA-MB	Jenpeg		https://en.wikipedia.org/wiki/Jenpeg_Airport
YLR	CYLR	Leaf Rapids Airport	medium_airport	SRID=4326;POINT(-99.9852981567 56.5133018494)	North America	Canada	CA	Manitoba	CA-MB	Leaf Rapids		https://en.wikipedia.org/wiki/Leaf_Rapids_Airport
BVC	GVBA	Rabil Airport	medium_airport	SRID=4326;POINT(-22.8889007568 16.1364994049)	Africa	Cape Verde	CV	Barlavento Islands	CV-B	Rabil		https://en.wikipedia.org/wiki/Rabil_Airport
VXE	GVSV	São Pedro Airport	medium_airport	SRID=4326;POINT(-25.0553 16.8332)	Africa	Cape Verde	CV	Barlavento Islands	CV-B	São Pedro		https://en.wikipedia.org/wiki/S%C3%A3o_Pedro_Airport
SNE	GVSN	Preguiça Airport	medium_airport	SRID=4326;POINT(-24.284132 16.588852)	Africa	Cape Verde	CV	Barlavento Islands	CV-B	Preguiça		https://en.wikipedia.org/wiki/Pregui%C3%A7a_Airport
MMO	GVMA	Maio Airport	medium_airport	SRID=4326;POINT(-23.2136993408 15.1559000015)	Africa	Cape Verde	CV	Sotavento Islands	CV-S	Vila do Maio		https://en.wikipedia.org/wiki/Maio_Airport
SAB	TNCS	Juancho E. Yrausquin Airport	medium_airport	SRID=4326;POINT(-63.220571 17.645351)	North America	Caribbean Netherlands	BQ	Saba	BQ-SA	Zion's Hill		https://en.wikipedia.org/wiki/Juancho_E._Yrausquin_Airport
EUX	TNCE	F. D. Roosevelt Airport	medium_airport	SRID=4326;POINT(-62.979401 17.4965)	North America	Caribbean Netherlands	BQ	Sint Eustatius	BQ-SE	Oranjestad		https://en.wikipedia.org/wiki/F.D._Roosevelt_Airport
CYB	MWCB	Charles Kirkconnell International Airport	medium_airport	SRID=4326;POINT(-79.882797 19.687)	North America	Cayman Islands	KY	Cayman Brac	KY-CB	West End		https://en.wikipedia.org/wiki/Gerrard_Smith_International_Airport
LYB	MWCL	Edward Bodden Little Cayman Airfield	medium_airport	SRID=4326;POINT(-80.088826 19.660161)	North America	Cayman Islands	KY	Little Cayman	KY-LC	Blossom Village		https://en.wikipedia.org/wiki/Edward_Bodden_Airfield
BGF	FEFF	Bangui M'Poko International Airport	medium_airport	SRID=4326;POINT(18.5188007355 4.3984799385)	Africa	Central African Republic	CF	Ombella-M'Poko	CF-MP	Bangui		https://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport
BBT	FEFT	Berbérati Airport	medium_airport	SRID=4326;POINT(15.7863998413 4.2215800285)	Africa	Central African Republic	CF	Mambéré-Kadéï	CF-HS	Berbérati		https://en.wikipedia.org/wiki/Berb%C3%A9rati_Airport
AEH	FTTC	Abeche Airport	medium_airport	SRID=4326;POINT(20.844299 13.847)	Africa	Chad	TD	Ouaddaï	TD-OD	Abeche		https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9_Airport
FYT	FTTY	Faya-Largeau Airport	medium_airport	SRID=4326;POINT(19.111099 17.917101)	Africa	Chad	TD	Borkou	TD-BO	Faya-Largeau		https://en.wikipedia.org/wiki/Faya-Largeau_Airport
MQQ	FTTD	Moundou Airport	medium_airport	SRID=4326;POINT(16.074241 8.628503)	Africa	Chad	TD	Logone Occidental	TD-LO	Moundou		https://en.wikipedia.org/wiki/Moundou_Airport
PUQ	SCCI	President Carlos Ibañez del Campo International Airport	medium_airport	SRID=4326;POINT(-70.854599 -53.002602)	South America	Chile	CL	Magallanes Region	CL-MA	Punta Arenas		https://en.wikipedia.org/wiki/Carlos_Ibanez_Del_Campo_International_Airport
PMC	SCTE	El Tepual Airport	medium_airport	SRID=4326;POINT(-73.09400177 -41.4388999939)	South America	Chile	CL	Los Lagos Region	CL-LL	Puerto Montt		https://en.wikipedia.org/wiki/El_Tepual_Airport
IPC	SCIP	Mataveri Airport	medium_airport	SRID=4326;POINT(-109.42199707 -27.1648006439)	South America	Chile	CL	Valparaíso Region	CL-VS	Isla De Pascua		https://en.wikipedia.org/wiki/Mataveri_International_Airport
